,createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
407,2021-11-14 09:40:13.208,68,7610,강원,江原,Gangwon-do,31,7230,31,0,493,13282,2021년 11월 14일 00시,null
408,2021-11-14 09:40:13.208,1023,118434,경기,京畿,Gyeonggi-do,800,107188,797,3,882,13281,2021년 11월 14일 00시,null
409,2021-11-14 09:40:13.208,2,1402,세종,世宗,Sejong,2,1373,2,0,394,13280,2021년 11월 14일 00시,null
410,2021-11-14 09:40:13.208,57,5515,울산,蔚山,Ulsan,7,5399,7,0,485,13279,2021년 11월 14일 00시,null
411,2021-11-14 09:40:13.207,56,7852,대전,大田,Daejeon,18,7549,18,0,536,13278,2021년 11월 14일 00시,null
412,2021-11-14 09:40:13.207,29,5623,광주,光州,Gwangju,19,5398,19,0,388,13277,2021년 11월 14일 00시,null
413,2021-11-14 09:40:13.207,118,21421,인천,仁川,Incheon,156,19305,155,1,728,13276,2021년 11월 14일 00시,null
414,2021-11-14 09:40:13.207,289,17877,대구,大邱,Daegu,72,17033,72,0,739,13275,2021년 11월 14일 00시,null
415,2021-11-14 09:40:13.207,171,14720,부산,釜山,Busan,82,13866,82,0,434,13274,2021년 11월 14일 00시,null
416,2021-11-14 09:40:13.206,876,131809,서울,首尔,Seoul,978,117075,969,9,1363,13273,2021년 11월 14일 00시,null
417,2021-11-14 09:40:13.206,3103,395460,합계,合计,Total,2419,360891,2401,18,763,13272,2021년 11월 14일 00시,null
418,2021-11-13 09:34:07.842,16,6355,검역,隔離區,Lazaretto,4,6207,0,4,-,13271,2021년 11월 13일 00시,null
419,2021-11-13 09:34:07.842,5,3260,제주,济州,Jeju,15,3113,15,0,483,13270,2021년 11월 13일 00시,null
420,2021-11-13 09:34:07.842,44,13770,경남,庆南,Gyeongsangnam-do,41,13005,41,0,412,13269,2021년 11월 13일 00시,null
421,2021-11-13 09:34:07.842,97,10293,경북,庆北,Gyeongsangbuk-do,35,9649,35,0,390,13268,2021년 11월 13일 00시,null
422,2021-11-13 09:34:07.842,24,3815,전남,全南,Jeollanam-do,19,3562,19,0,206,13267,2021년 11월 13일 00시,null
423,2021-11-13 09:34:07.841,69,5611,전북,全北,Jeollabuk-do,59,5195,59,0,311,13266,2021년 11월 13일 00시,null
424,2021-11-13 09:34:07.841,68,11502,충남,忠南,Chungcheongnam-do,77,10571,76,1,542,13265,2021년 11월 13일 00시,null
425,2021-11-13 09:34:07.841,87,8338,충북,忠北,Chungcheongbuk-do,23,7889,23,0,521,13264,2021년 11월 13일 00시,null
426,2021-11-13 09:34:07.841,68,7579,강원,江原,Gangwon-do,31,7203,31,0,491,13263,2021년 11월 13일 00시,null
427,2021-11-13 09:34:07.84,1018,117634,경기,京畿,Gyeonggi-do,648,106973,644,4,876,13262,2021년 11월 13일 00시,null
428,2021-11-13 09:34:07.84,2,1400,세종,世宗,Sejong,1,1373,1,0,393,13261,2021년 11월 13일 00시,null
429,2021-11-13 09:34:07.84,57,5508,울산,蔚山,Ulsan,1,5392,1,0,485,13260,2021년 11월 13일 00시,null
430,2021-11-13 09:34:07.84,56,7834,대전,大田,Daejeon,32,7525,32,0,535,13259,2021년 11월 13일 00시,null
431,2021-11-13 09:34:07.839,29,5604,광주,光州,Gwangju,31,5380,31,0,386,13258,2021년 11월 13일 00시,null
432,2021-11-13 09:34:07.839,118,21265,인천,仁川,Incheon,166,19120,165,1,723,13257,2021년 11월 13일 00시,null
433,2021-11-13 09:34:07.839,285,17805,대구,大邱,Daegu,73,16970,73,0,736,13256,2021년 11월 13일 00시,null
434,2021-11-13 09:34:07.839,171,14638,부산,釜山,Busan,64,13799,64,0,432,13255,2021년 11월 13일 00시,null
435,2021-11-13 09:34:07.838,869,130831,서울,首尔,Seoul,1005,116627,1001,4,1353,13254,2021년 11월 13일 00시,null
436,2021-11-13 09:34:07.838,3083,393042,합계,合计,Total,2325,359553,2311,14,758,13253,2021년 11월 13일 00시,null
437,2021-11-12 09:27:26.293,16,6351,검역,隔離區,Lazaretto,4,6205,0,4,-,13252,2021년 11월 12일 00시,null
438,2021-11-12 09:27:26.293,5,3245,제주,济州,Jeju,21,3102,21,0,481,13251,2021년 11월 12일 00시,null
439,2021-11-12 09:27:26.293,44,13729,경남,庆南,Gyeongsangnam-do,68,12915,68,0,411,13250,2021년 11월 12일 00시,null
440,2021-11-12 09:27:26.292,96,10258,경북,庆北,Gyeongsangbuk-do,41,9616,41,0,389,13249,2021년 11월 12일 00시,null
441,2021-11-12 09:27:26.292,22,3796,전남,全南,Jeollanam-do,15,3539,15,0,205,13248,2021년 11월 12일 00시,null
442,2021-11-12 09:27:26.292,69,5553,전북,全北,Jeollabuk-do,65,5144,65,0,308,13247,2021년 11월 12일 00시,null
443,2021-11-12 09:27:26.292,68,11425,충남,忠南,Chungcheongnam-do,59,10489,59,0,539,13246,2021년 11월 12일 00시,null
444,2021-11-12 09:27:26.291,87,8315,충북,忠北,Chungcheongbuk-do,26,7850,26,0,519,13245,2021년 11월 12일 00시,null
445,2021-11-12 09:27:26.291,68,7548,강원,江原,Gangwon-do,30,7167,30,0,489,13244,2021년 11월 12일 00시,null
446,2021-11-12 09:27:26.291,1003,116986,경기,京畿,Gyeonggi-do,791,105668,790,1,871,13243,2021년 11월 12일 00시,null
447,2021-11-12 09:27:26.291,2,1399,세종,世宗,Sejong,6,1369,6,0,393,13242,2021년 11월 12일 00시,null
448,2021-11-12 09:27:26.291,57,5507,울산,蔚山,Ulsan,4,5387,4,0,485,13241,2021년 11월 12일 00시,null
449,2021-11-12 09:27:26.29,56,7802,대전,大田,Daejeon,25,7502,25,0,533,13240,2021년 11월 12일 00시,null
450,2021-11-12 09:27:26.29,29,5573,광주,光州,Gwangju,11,5367,11,0,384,13239,2021년 11월 12일 00시,null
451,2021-11-12 09:27:26.29,114,21099,인천,仁川,Incheon,120,18944,120,0,717,13238,2021년 11월 12일 00시,null
452,2021-11-12 09:27:26.29,284,17732,대구,大邱,Daegu,70,16904,70,0,733,13237,2021년 11월 12일 00시,null
453,2021-11-12 09:27:26.289,170,14574,부산,釜山,Busan,63,13753,63,0,430,13236,2021년 11월 12일 00시,null
454,2021-11-12 09:27:26.289,861,129827,서울,首尔,Seoul,949,115694,944,5,1343,13235,2021년 11월 12일 00시,null
455,2021-11-12 09:27:26.289,3051,390719,합계,合计,Total,2368,356615,2358,10,754,13234,2021년 11월 12일 00시,null
456,2021-11-11 09:27:31.882,16,6347,검역,隔離區,Lazaretto,13,6205,0,13,-,13233,2021년 11월 11일 00시,null
457,2021-11-11 09:27:31.882,5,3224,제주,济州,Jeju,14,3100,14,0,478,13232,2021년 11월 11일 00시,null
458,2021-11-11 09:27:31.881,44,13661,경남,庆南,Gyeongsangnam-do,76,12875,76,0,409,13231,2021년 11월 11일 00시,null
459,2021-11-11 09:27:31.881,96,10217,경북,庆北,Gyeongsangbuk-do,33,9584,33,0,387,13230,2021년 11월 11일 00시,null
460,2021-11-11 09:27:31.881,22,3781,전남,全南,Jeollanam-do,17,3524,17,0,204,13229,2021년 11월 11일 00시,null
461,2021-11-11 09:27:31.881,69,5488,전북,全北,Jeollabuk-do,39,5129,39,0,304,13228,2021년 11월 11일 00시,null
462,2021-11-11 09:27:31.881,66,11366,충남,忠南,Chungcheongnam-do,50,10453,50,0,536,13227,2021년 11월 11일 00시,null
463,2021-11-11 09:27:31.88,87,8289,충북,忠北,Chungcheongbuk-do,34,7824,34,0,518,13226,2021년 11월 11일 00시,null
464,2021-11-11 09:27:31.88,68,7518,강원,江原,Gangwon-do,29,7132,28,1,487,13225,2021년 11월 11일 00시,null
465,2021-11-11 09:27:31.88,996,116195,경기,京畿,Gyeonggi-do,821,105090,816,5,865,13224,2021년 11월 11일 00시,null
466,2021-11-11 09:27:31.88,2,1393,세종,世宗,Sejong,6,1365,6,0,391,13223,2021년 11월 11일 00시,null
467,2021-11-11 09:27:31.88,57,5503,울산,蔚山,Ulsan,20,5380,20,0,484,13222,2021년 11월 11일 00시,null
468,2021-11-11 09:27:31.879,56,7777,대전,大田,Daejeon,34,7487,34,0,531,13221,2021년 11월 11일 00시,null
469,2021-11-11 09:27:31.879,29,5562,광주,光州,Gwangju,32,5356,32,0,384,13220,2021년 11월 11일 00시,null
470,2021-11-11 09:27:31.879,113,20979,인천,仁川,Incheon,187,18883,186,1,713,13219,2021년 11월 11일 00시,null
471,2021-11-11 09:27:31.879,283,17662,대구,大邱,Daegu,42,16852,42,0,730,13218,2021년 11월 11일 00시,null
472,2021-11-11 09:27:31.878,169,14511,부산,釜山,Busan,69,13698,68,1,428,13217,2021년 11월 11일 00시,null
473,2021-11-11 09:27:31.878,855,128878,서울,首尔,Seoul,1004,115077,999,5,1333,13216,2021년 11월 11일 00시,null
474,2021-11-11 09:27:31.878,3033,388351,합계,合计,Total,2520,355014,2494,26,749,13215,2021년 11월 11일 00시,null
475,2021-11-10 09:28:47.491,16,6334,검역,隔離區,Lazaretto,3,6203,0,3,-,13214,2021년 11월 10일 00시,null
476,2021-11-10 09:28:47.491,5,3210,제주,济州,Jeju,11,3098,11,0,476,13213,2021년 11월 10일 00시,null
477,2021-11-10 09:28:47.491,44,13585,경남,庆南,Gyeongsangnam-do,60,12800,60,0,407,13212,2021년 11월 10일 00시,null
478,2021-11-10 09:28:47.491,95,10184,경북,庆北,Gyeongsangbuk-do,36,9550,36,0,386,13211,2021년 11월 10일 00시,null
479,2021-11-10 09:28:47.49,22,3764,전남,全南,Jeollanam-do,7,3488,7,0,203,13210,2021년 11월 10일 00시,null
480,2021-11-10 09:28:47.49,69,5449,전북,全北,Jeollabuk-do,36,5113,35,1,302,13209,2021년 11월 10일 00시,null
481,2021-11-10 09:28:47.49,66,11316,충남,忠南,Chungcheongnam-do,58,10418,57,1,534,13208,2021년 11월 10일 00시,null
482,2021-11-10 09:28:47.49,87,8255,충북,忠北,Chungcheongbuk-do,31,7795,31,0,516,13207,2021년 11월 10일 00시,null
483,2021-11-10 09:28:47.49,68,7489,강원,江原,Gangwon-do,23,7112,23,0,485,13206,2021년 11월 10일 00시,null
484,2021-11-10 09:28:47.489,989,115374,경기,京畿,Gyeonggi-do,867,104151,863,4,859,13205,2021년 11월 10일 00시,null
485,2021-11-10 09:28:47.489,2,1387,세종,世宗,Sejong,4,1363,4,0,390,13204,2021년 11월 10일 00시,null
486,2021-11-10 09:28:47.489,57,5483,울산,蔚山,Ulsan,5,5367,5,0,483,13203,2021년 11월 10일 00시,null
487,2021-11-10 09:28:47.489,56,7743,대전,大田,Daejeon,23,7472,23,0,529,13202,2021년 11월 10일 00시,null
488,2021-11-10 09:28:47.488,29,5530,광주,光州,Gwangju,22,5341,22,0,381,13201,2021년 11월 10일 00시,null
489,2021-11-10 09:28:47.488,113,20792,인천,仁川,Incheon,159,18727,159,0,707,13200,2021년 11월 10일 00시,null
490,2021-11-10 09:28:47.488,281,17620,대구,大邱,Daegu,33,16788,33,0,729,13199,2021년 11월 10일 00시,null
491,2021-11-10 09:28:47.487,169,14442,부산,釜山,Busan,74,13651,73,1,426,13198,2021년 11월 10일 00시,null
492,2021-11-10 09:28:47.487,844,127874,서울,首尔,Seoul,973,114503,967,6,1323,13197,2021년 11월 10일 00시,null
493,2021-11-10 09:28:47.487,3012,385831,합계,合计,Total,2425,352940,2409,16,744,13196,2021년 11월 10일 00시,null
494,2021-11-09 09:24:31.121,16,6331,검역,隔離區,Lazaretto,5,6183,0,5,-,13195,2021년 11월 09일 00시,null
495,2021-11-09 09:24:31.121,5,3199,제주,济州,Jeju,20,3097,20,0,474,13194,2021년 11월 09일 00시,null
496,2021-11-09 09:24:31.121,44,13525,경남,庆南,Gyeongsangnam-do,77,12737,76,1,405,13193,2021년 11월 09일 00시,null
497,2021-11-09 09:24:31.121,95,10148,경북,庆北,Gyeongsangbuk-do,48,9501,48,0,384,13192,2021년 11월 09일 00시,null
498,2021-11-09 09:24:31.12,22,3757,전남,全南,Jeollanam-do,21,3463,21,0,203,13191,2021년 11월 09일 00시,null
499,2021-11-09 09:24:31.12,69,5413,전북,全北,Jeollabuk-do,12,5081,11,1,300,13190,2021년 11월 09일 00시,null
500,2021-11-09 09:24:31.12,66,11258,충남,忠南,Chungcheongnam-do,60,10345,60,0,531,13189,2021년 11월 09일 00시,null
501,2021-11-09 09:24:31.12,86,8224,충북,忠北,Chungcheongbuk-do,17,7764,17,0,514,13188,2021년 11월 09일 00시,null
502,2021-11-09 09:24:31.12,68,7466,강원,江原,Gangwon-do,21,7097,21,0,484,13187,2021년 11월 09일 00시,null
503,2021-11-09 09:24:31.119,982,114508,경기,京畿,Gyeonggi-do,528,103517,524,4,853,13186,2021년 11월 09일 00시,null
504,2021-11-09 09:24:31.119,2,1383,세종,世宗,Sejong,3,1359,3,0,389,13185,2021년 11월 09일 00시,null
505,2021-11-09 09:24:31.119,56,5478,울산,蔚山,Ulsan,4,5360,4,0,482,13184,2021년 11월 09일 00시,null
506,2021-11-09 09:24:31.119,56,7720,대전,大田,Daejeon,25,7455,24,1,527,13183,2021년 11월 09일 00시,null
507,2021-11-09 09:24:31.119,29,5508,광주,光州,Gwangju,11,5322,11,0,380,13182,2021년 11월 09일 00시,null
508,2021-11-09 09:24:31.119,112,20633,인천,仁川,Incheon,111,18586,110,1,701,13181,2021년 11월 09일 00시,null
509,2021-11-09 09:24:31.119,281,17587,대구,大邱,Daegu,44,16721,43,1,727,13180,2021년 11월 09일 00시,null
510,2021-11-09 09:24:31.118,169,14368,부산,釜山,Busan,46,13613,46,0,424,13179,2021년 11월 09일 00시,null
511,2021-11-09 09:24:31.118,840,126901,서울,首尔,Seoul,662,113457,659,3,1313,13178,2021년 11월 09일 00시,null
512,2021-11-09 09:24:31.118,2998,383407,합계,合计,Total,1715,350658,1698,17,740,13177,2021년 11월 09일 00시,null
513,2021-11-08 09:29:46.818,16,6326,검역,隔離區,Lazaretto,4,6179,0,4,-,13176,2021년 11월 08일 00시,null
514,2021-11-08 09:29:46.818,4,3179,제주,济州,Jeju,16,3088,16,0,471,13175,2021년 11월 08일 00시,null
515,2021-11-08 09:29:46.818,44,13448,경남,庆南,Gyeongsangnam-do,40,12700,39,1,403,13174,2021년 11월 08일 00시,null
516,2021-11-08 09:29:46.817,95,10100,경북,庆北,Gyeongsangbuk-do,60,9462,57,3,383,13173,2021년 11월 08일 00시,null
517,2021-11-08 09:29:46.817,22,3736,전남,全南,Jeollanam-do,17,3452,17,0,202,13172,2021년 11월 08일 00시,null
518,2021-11-08 09:29:46.817,69,5401,전북,全北,Jeollabuk-do,21,5039,21,0,299,13171,2021년 11월 08일 00시,null
519,2021-11-08 09:29:46.817,65,11198,충남,忠南,Chungcheongnam-do,62,10270,62,0,528,13170,2021년 11월 08일 00시,null
520,2021-11-08 09:29:46.817,85,8207,충북,忠北,Chungcheongbuk-do,35,7728,33,2,513,13169,2021년 11월 08일 00시,null
521,2021-11-08 09:29:46.817,68,7445,강원,江原,Gangwon-do,30,7062,30,0,483,13168,2021년 11월 08일 00시,null
522,2021-11-08 09:29:46.816,976,113980,경기,京畿,Gyeonggi-do,544,102353,538,6,849,13167,2021년 11월 08일 00시,null
523,2021-11-08 09:29:46.816,2,1380,세종,世宗,Sejong,1,1354,1,0,388,13166,2021년 11월 08일 00시,null
524,2021-11-08 09:29:46.816,56,5474,울산,蔚山,Ulsan,5,5357,5,0,482,13165,2021년 11월 08일 00시,null
525,2021-11-08 09:29:46.816,55,7695,대전,大田,Daejeon,22,7436,22,0,526,13164,2021년 11월 08일 00시,null
526,2021-11-08 09:29:46.816,29,5497,광주,光州,Gwangju,28,5310,28,0,379,13163,2021년 11월 08일 00시,null
527,2021-11-08 09:29:46.816,112,20522,인천,仁川,Incheon,98,18365,97,1,697,13162,2021년 11월 08일 00시,null
528,2021-11-08 09:29:46.815,280,17543,대구,大邱,Daegu,34,16642,34,0,725,13161,2021년 11월 08일 00시,null
529,2021-11-08 09:29:46.815,169,14322,부산,釜山,Busan,34,13588,33,1,422,13160,2021년 11월 08일 00시,null
530,2021-11-08 09:29:46.815,833,126241,서울,首尔,Seoul,709,112414,700,9,1306,13159,2021년 11월 08일 00시,null
531,2021-11-08 09:29:46.815,2980,381694,합계,合计,Total,1760,347799,1733,27,736,13158,2021년 11월 08일 00시,null
532,2021-11-07 09:29:23.84,16,6322,검역,隔離區,Lazaretto,2,6179,0,2,-,13157,2021년 11월 07일 00시,null
533,2021-11-07 09:29:23.84,4,3163,제주,济州,Jeju,14,3083,14,0,469,13156,2021년 11월 07일 00시,null
534,2021-11-07 09:29:23.84,44,13408,경남,庆南,Gyeongsangnam-do,46,12675,44,2,401,13155,2021년 11월 07일 00시,null
535,2021-11-07 09:29:23.84,95,10040,경북,庆北,Gyeongsangbuk-do,94,9431,94,0,380,13154,2021년 11월 07일 00시,null
536,2021-11-07 09:29:23.839,22,3719,전남,全南,Jeollanam-do,31,3445,31,0,201,13153,2021년 11월 07일 00시,null
537,2021-11-07 09:29:23.839,69,5380,전북,全北,Jeollabuk-do,22,5001,22,0,298,13152,2021년 11월 07일 00시,null
538,2021-11-07 09:29:23.839,65,11136,충남,忠南,Chungcheongnam-do,66,10233,66,0,525,13151,2021년 11월 07일 00시,null
539,2021-11-07 09:29:23.839,85,8172,충북,忠北,Chungcheongbuk-do,54,7667,53,1,510,13150,2021년 11월 07일 00시,null
540,2021-11-07 09:29:23.839,67,7415,강원,江原,Gangwon-do,42,7045,41,1,481,13149,2021년 11월 07일 00시,null
541,2021-11-07 09:29:23.839,971,113436,경기,京畿,Gyeonggi-do,703,102161,699,4,845,13148,2021년 11월 07일 00시,null
542,2021-11-07 09:29:23.839,2,1379,세종,世宗,Sejong,2,1354,2,0,388,13147,2021년 11월 07일 00시,null
543,2021-11-07 09:29:23.838,56,5469,울산,蔚山,Ulsan,1,5354,1,0,481,13146,2021년 11월 07일 00시,null
544,2021-11-07 09:29:23.838,55,7673,대전,大田,Daejeon,23,7427,23,0,524,13145,2021년 11월 07일 00시,null
545,2021-11-07 09:29:23.838,29,5469,광주,光州,Gwangju,20,5292,19,1,377,13144,2021년 11월 07일 00시,null
546,2021-11-07 09:29:23.838,111,20424,인천,仁川,Incheon,161,18303,158,3,694,13143,2021년 11월 07일 00시,null
547,2021-11-07 09:29:23.838,280,17509,대구,大邱,Daegu,55,16550,55,0,724,13142,2021년 11월 07일 00시,null
548,2021-11-07 09:29:23.838,168,14288,부산,釜山,Busan,40,13538,40,0,421,13141,2021년 11월 07일 00시,null
549,2021-11-07 09:29:23.838,828,125533,서울,首尔,Seoul,848,112063,842,6,1298,13140,2021년 11월 07일 00시,null
550,2021-11-07 09:29:23.837,2967,379935,합계,合计,Total,2224,346801,2204,20,733,13139,2021년 11월 07일 00시,null
551,2021-11-06 09:53:06.903,16,6320,검역,隔離區,Lazaretto,8,6179,0,8,-,13138,2021년 11월 06일 00시,null
552,2021-11-06 09:53:06.902,4,3149,제주,济州,Jeju,4,3073,4,0,467,13137,2021년 11월 06일 00시,null
553,2021-11-06 09:53:06.902,44,13362,경남,庆南,Gyeongsangnam-do,73,12633,73,0,400,13136,2021년 11월 06일 00시,null
554,2021-11-06 09:53:06.902,95,9946,경북,庆北,Gyeongsangbuk-do,35,9399,33,2,377,13135,2021년 11월 06일 00시,null
555,2021-11-06 09:53:06.902,22,3688,전남,全南,Jeollanam-do,40,3440,40,0,199,13134,2021년 11월 06일 00시,null
556,2021-11-06 09:53:06.902,69,5358,전북,全北,Jeollabuk-do,35,4961,35,0,297,13133,2021년 11월 06일 00시,null
557,2021-11-06 09:53:06.902,65,11070,충남,忠南,Chungcheongnam-do,65,10171,62,3,522,13132,2021년 11월 06일 00시,null
558,2021-11-06 09:53:06.902,85,8118,충북,忠北,Chungcheongbuk-do,43,7606,43,0,507,13131,2021년 11월 06일 00시,null
559,2021-11-06 09:53:06.901,67,7373,강원,江原,Gangwon-do,42,7023,42,0,478,13130,2021년 11월 06일 00시,null
560,2021-11-06 09:53:06.901,968,112733,경기,京畿,Gyeonggi-do,693,101961,687,6,840,13129,2021년 11월 06일 00시,null
561,2021-11-06 09:53:06.901,2,1377,세종,世宗,Sejong,2,1353,1,1,387,13128,2021년 11월 06일 00시,null
562,2021-11-06 09:53:06.901,56,5468,울산,蔚山,Ulsan,12,5350,12,0,481,13127,2021년 11월 06일 00시,null
563,2021-11-06 09:53:06.901,55,7650,대전,大田,Daejeon,21,7423,21,0,523,13126,2021년 11월 06일 00시,null
564,2021-11-06 09:53:06.901,29,5449,광주,光州,Gwangju,18,5292,16,2,376,13125,2021년 11월 06일 00시,null
565,2021-11-06 09:53:06.9,111,20264,인천,仁川,Incheon,144,18082,142,2,689,13124,2021년 11월 06일 00시,null
566,2021-11-06 09:53:06.9,278,17454,대구,大邱,Daegu,38,16469,38,0,722,13123,2021년 11월 06일 00시,null
567,2021-11-06 09:53:06.9,168,14248,부산,釜山,Busan,59,13509,58,1,420,13122,2021년 11월 06일 00시,null
568,2021-11-06 09:53:06.9,822,124685,서울,首尔,Seoul,916,111642,912,4,1290,13121,2021년 11월 06일 00시,null
569,2021-11-06 09:53:06.9,2956,377712,합계,合计,Total,2248,345566,2219,29,729,13120,2021년 11월 06일 00시,null
570,2021-11-05 09:28:22.121,16,6312,검역,隔離區,Lazaretto,5,6168,0,5,-,13119,2021년 11월 05일 00시,null
571,2021-11-05 09:28:22.121,3,3145,제주,济州,Jeju,7,3073,6,1,466,13118,2021년 11월 05일 00시,null
572,2021-11-05 09:28:22.121,44,13289,경남,庆南,Gyeongsangnam-do,33,12584,33,0,398,13117,2021년 11월 05일 00시,null
573,2021-11-05 09:28:22.12,95,9911,경북,庆北,Gyeongsangbuk-do,84,9333,84,0,375,13116,2021년 11월 05일 00시,null
574,2021-11-05 09:28:22.12,22,3648,전남,全南,Jeollanam-do,15,3424,15,0,197,13115,2021년 11월 05일 00시,null
575,2021-11-05 09:28:22.12,67,5323,전북,全北,Jeollabuk-do,16,4920,16,0,295,13114,2021년 11월 05일 00시,null
576,2021-11-05 09:28:22.12,64,11005,충남,忠南,Chungcheongnam-do,110,10085,106,4,519,13113,2021년 11월 05일 00시,null
577,2021-11-05 09:28:22.12,85,8075,충북,忠北,Chungcheongbuk-do,35,7569,35,0,504,13112,2021년 11월 05일 00시,null
578,2021-11-05 09:28:22.12,67,7331,강원,江原,Gangwon-do,22,6999,22,0,475,13111,2021년 11월 05일 00시,null
579,2021-11-05 09:28:22.119,961,112040,경기,京畿,Gyeonggi-do,742,101153,740,2,834,13110,2021년 11월 05일 00시,null
580,2021-11-05 09:28:22.119,2,1375,세종,世宗,Sejong,2,1352,2,0,386,13109,2021년 11월 05일 00시,null
581,2021-11-05 09:28:22.119,56,5456,울산,蔚山,Ulsan,5,5344,5,0,480,13108,2021년 11월 05일 00시,null
582,2021-11-05 09:28:22.119,55,7629,대전,大田,Daejeon,24,7408,24,0,521,13107,2021년 11월 05일 00시,null
583,2021-11-05 09:28:22.119,29,5431,광주,光州,Gwangju,12,5288,11,1,375,13106,2021년 11월 05일 00시,null
584,2021-11-05 09:28:22.119,110,20120,인천,仁川,Incheon,153,17911,152,1,684,13105,2021년 11월 05일 00시,null
585,2021-11-05 09:28:22.118,275,17416,대구,大邱,Daegu,43,16422,43,0,720,13104,2021년 11월 05일 00시,null
586,2021-11-05 09:28:22.118,167,14189,부산,釜山,Busan,56,13470,56,0,418,13103,2021년 11월 05일 00시,null
587,2021-11-05 09:28:22.118,818,123769,서울,首尔,Seoul,980,110734,974,6,1280,13102,2021년 11월 05일 00시,null
588,2021-11-05 09:28:22.118,2936,375464,합계,合计,Total,2344,343237,2324,20,724,13101,2021년 11월 05일 00시,null
